class,angry,disgust,fear,happy,sad,surprise,neutral
sober,2.396133914589882,7.967115323026519e-06,0.006868525815661997,61.56548857688904,0.08184092584997416,2.7202948927879333,33.229365944862366
sober,0.0032530324580791197,1.0702491472404993e-12,0.0009198458067503587,0.00011354912425445528,0.007054723812269349,1.3103312638794429e-05,99.9886453144935
sober,0.06052159587852657,1.258798665304539e-06,0.006068431684980169,38.951608538627625,0.5969631019979715,0.0009368779501528479,60.38389801979065
sober,0.000350477171195962,1.9803045869792868e-07,99.72866773605347,0.2585755893960595,0.010783546895254403,0.0016219135432038456,1.7700189758329543e-06
sober,99.99999403953517,7.500316384495925e-22,1.0639754295624315e-08,2.0605822558034933e-12,7.652701329131955e-06,6.558621763803511e-18,1.2642060374896067e-08
sober,1.95518052522376e-05,1.8194654205974934e-17,6.582176307754373e-08,99.99997019767584,5.3881449183211e-07,1.9529097386128883e-10,1.0891563500799299e-05
sober,5.421906479341487e-06,3.4816768173102107e-16,1.7368072643876076,0.0008212350621761288,0.4479671362787485,0.0004930956947646337,97.81391024589539
sober,3.028253203751774e-08,8.142381187798648e-21,0.00012196676379971905,4.3035318756434995e-15,99.99988079071045,2.7993100444764385e-26,1.0624989776886196e-06
sober,7.911581195451969e-06,3.514989740757029e-14,4.5843444131056416e-05,0.3477975234939172,0.0013895259062919375,5.602684375096508e-05,99.65070483986764
sober,6.009072706092411e-06,2.4922601078703442e-12,6.035195951881178e-05,0.5048607941716909,0.0003207355348422425,0.0003826544798357645,99.49436783790588
sober,8.237535653599082e-08,2.3685200146629e-17,90.46393036842346,1.1145822043090448e-05,0.00010128203484782716,0.23129770997911692,9.30466502904892
sober,0.00043710851969080977,2.261903338240945e-09,0.06291800527833402,0.04634117940440774,99.54106211662292,0.022260156401898712,0.32698228023946285
sober,0.022349828213918954,6.196974357275398e-10,0.23592619691044092,1.4759529319216536e-10,99.66345429420471,7.420691838788684e-08,0.07827221998013556
sober,0.00019014754570889636,4.33005541145004e-10,0.013908838445786387,6.585226414088628e-14,99.98576641082764,2.7323883973836234e-19,0.00013554997622122755
sober,6.344244118796183e-13,1.9683594539434192e-25,1.3006392271629717e-17,99.97124671764652,5.522085288578112e-10,5.857289395267784e-10,0.02875462986090808
sober,18.68003159761429,1.6203946628934318e-06,62.17580437660217,14.9651899933815,4.1564736515283585,0.022219002130441368,0.00027943042368860915
sober,0.04884702502975166,1.395520199224221e-07,0.0010805012985869928,68.4511027873877,0.0332420498644769,0.0008069845587425153,31.4649261790426
sober,6.464038417785156e-05,4.764582206696082e-13,1.482736512228721e-06,86.58069532147702,0.013884248419493626,2.1802559290149427e-05,13.405328881105318
sober,3.8074129013311e-13,1.2201645919394529e-24,6.163897614314349e-18,99.84920620019473,1.9812309170849224e-11,1.5249450611930112e-06,0.15079359025767983
sober,7.35839381814003,0.2451721578836441,10.677943378686905,0.005585418693954125,0.02829244767781347,81.59322142601013,0.09139082976616919
sober,0.0025414723495487124,2.0657210317298613e-09,2.7903479526969477e-07,99.99333620071411,6.225695514672225e-07,1.4812425064292256e-06,0.004124724728171714
sober,0.001972021891560871,1.0125613116528619e-12,4.004733966667118e-05,1.663629524409771,0.0024486940674250945,3.175288725287828e-05,98.33188056945801
sober,0.006643052620347589,2.0884742132522548e-14,2.1543776485000166e-08,23.2603058218956,0.00367710817954503,6.509017769218417e-07,76.72937512397766
sober,1.798446135796048e-17,6.53478745677082e-35,1.349288492333418e-24,99.99651908874512,5.3129753875613855e-17,2.1050184978357173e-11,0.003483695036265999
sober,9.336888646813883e-14,1.2657032868214075e-23,1.073803602287039e-15,99.99953508377075,6.859984043490475e-11,1.858883869314959e-11,0.0004625858309736941
